zipcode,number_of_customers,Percentage
07462,3,0.00
07642,3,0.00
07720,3,0.00
07722,3,0.00
07727,3,0.00
07734,3,0.00
07803,3,0.00
07820,3,0.00
07849,3,0.00
07930,3,0.00
08009,3,0.00
08029,3,0.00
08068,3,0.00
08071,3,0.00
08092,3,0.00
08106,3,0.00
08202,3,0.00
08226,3,0.00
08518,3,0.00
08530,3,0.00
08535,3,0.00
08620,3,0.00
08750,3,0.00
08802,3,0.00
08825,3,0.00
08829,3,0.00
08832,3,0.00
08833,3,0.00
08848,3,0.00
08850,3,0.00
08886,3,0.00
09269,3,0.00
10083,3,0.00
10105,3,0.00
10152,3,0.00
10153,3,0.00
10175,3,0.00
10460,3,0.00
10532,3,0.00
10588,3,0.00
10923,3,0.00
10927,3,0.00
10930,3,0.00
11042,3,0.00
11111,3,0.00
11202,3,0.00
11559,3,0.00
11575,3,0.00
11798,3,0.00
11951,3,0.00
11955,3,0.00
11964,3,0.00
11980,3,0.00
12123,3,0.00
12143,3,0.00
12158,3,0.00
12184,3,0.00
12498,3,0.00
12516,3,0.00
12531,3,0.00
12549,3,0.00
12563,3,0.00
12575,3,0.00
12832,3,0.00
12929,3,0.00
13084,3,0.00
13114,3,0.00
13120,3,0.00
13207,3,0.00
13209,3,0.00
13309,3,0.00
13331,3,0.00
13365,3,0.00
13642,3,0.00
13654,3,0.00
13732,3,0.00
13783,3,0.00
13815,3,0.00
13862,3,0.00
14001,3,0.00
14006,3,0.00
14024,3,0.00
14203,3,0.00
14206,3,0.00
14210,3,0.00
14211,3,0.00
14288,3,0.00
14464,3,0.00
14502,3,0.00
14527,3,0.00
14530,3,0.00
14583,3,0.00
14803,3,0.00
15063,3,0.00
15071,3,0.00
15086,3,0.00
15231,3,0.00
15531,3,0.00
15636,3,0.00
15690,3,0.00
15714,3,0.00
15846,3,0.00
15909,3,0.00
16002,3,0.00
16081,3,0.00
16082,3,0.00
16101,3,0.00
16117,3,0.00
16201,3,0.00
16301,3,0.00
16866,3,0.00
16950,3,0.00
17015,3,0.00
17038,3,0.00
17053,3,0.00
17067,3,0.00
17307,3,0.00
17350,3,0.00
17368,3,0.00
17370,3,0.00
17505,3,0.00
17538,3,0.00
17554,3,0.00
17579,3,0.00
17724,3,0.00
17751,3,0.00
17851,3,0.00
18066,3,0.00
18321,3,0.00
18324,3,0.00
18326,3,0.00
18414,3,0.00
18419,3,0.00
18466,3,0.00
18504,3,0.00
18634,3,0.00
18641,3,0.00
18643,3,0.00
18915,3,0.00
19094,3,0.00
19101,3,0.00
19112,3,0.00
19150,3,0.00
19350,3,0.00
19390,3,0.00
19442,3,0.00
19503,3,0.00
19734,3,0.00
19950,3,0.00
20115,3,0.00
20141,3,0.00
20144,3,0.00
20181,3,0.00
20197,3,0.00
20607,3,0.00
20634,3,0.00
20637,3,0.00
20710,3,0.00
20754,3,0.00
20769,3,0.00
21035,3,0.00
21085,3,0.00
21102,3,0.00
21104,3,0.00
21219,3,0.00
21663,3,0.00
21666,3,0.00
21738,3,0.00
21769,3,0.00
21774,3,0.00
21787,3,0.00
21911,3,0.00
22443,3,0.00
22482,3,0.00
22815,3,0.00
22835,3,0.00
22973,3,0.00
23065,3,0.00
23168,3,0.00
23314,3,0.00
23459,3,0.00
23463,3,0.00
23605,3,0.00
23664,3,0.00
23707,3,0.00
23868,3,0.00
23919,3,0.00
24055,3,0.00
24121,3,0.00
24293,3,0.00
24426,3,0.00
24590,3,0.00
24595,3,0.00
24712,3,0.00
25427,3,0.00
25430,3,0.00
25438,3,0.00
25755,3,0.00
25921,3,0.00
26032,3,0.00
26034,3,0.00
26074,3,0.00
27045,3,0.00
27055,3,0.00
27203,3,0.00
27235,3,0.00
27536,3,0.00
27546,3,0.00
27549,3,0.00
27574,3,0.00
27577,3,0.00
27855,3,0.00
27968,3,0.00
28033,3,0.00
28320,3,0.00
28352,3,0.00
28467,3,0.00
28539,3,0.00
28574,3,0.00
28584,3,0.00
28608,3,0.00
28615,3,0.00
28657,3,0.00
28697,3,0.00
28713,3,0.00
28719,3,0.00
28729,3,0.00
28739,3,0.00
29059,3,0.00
29067,3,0.00
29153,3,0.00
29405,3,0.00
29429,3,0.00
29486,3,0.00
29527,3,0.00
29556,3,0.00
29571,3,0.00
00401,2,0.00
01030,2,0.00
01086,2,0.00
01107,2,0.00
01225,2,0.00
01237,2,0.00
01262,2,0.00
01270,2,0.00
01331,2,0.00
01364,2,0.00
01370,2,0.00
01452,2,0.00
01462,2,0.00
01463,2,0.00
01505,2,0.00
01506,2,0.00
01523,2,0.00
01537,2,0.00
01541,2,0.00
01560,2,0.00
01566,2,0.00
01585,2,0.00
01590,2,0.00
01834,2,0.00
01929,2,0.00
01979,2,0.00
02061,2,0.00
02093,2,0.00
02101,2,0.00
0213802138,2,0.00
02147,2,0.00
02216,2,0.00
02219,2,0.00
02357,2,0.00
02379,2,0.00
02417,2,0.00
02477,2,0.00
02534,2,0.00
02564,2,0.00
02630,2,0.00
02639,2,0.00
02667,2,0.00
02715,2,0.00
02779,2,0.00
02791,2,0.00
02813,2,0.00
02827,2,0.00
03032,2,0.00
03233,2,0.00
03244,2,0.00
03262,2,0.00
03584,2,0.00
03753,2,0.00
03779,2,0.00
03819,2,0.00
03823,2,0.00
03838,2,0.00
03870,2,0.00
03872,2,0.00
03904,2,0.00
03907,2,0.00
04061,2,0.00
04083,2,0.00
04252,2,0.00
04345,2,0.00
04416,2,0.00
04418,2,0.00
04456,2,0.00
04461,2,0.00
04622,2,0.00
04634,2,0.00
04691,2,0.00
04694,2,0.00
04849,2,0.00
04921,2,0.00
04957,2,0.00
04976,2,0.00
05043,2,0.00
05088,2,0.00
05225,2,0.00
05257,2,0.00
05402,2,0.00
05454,2,0.00
05461,2,0.00
05465,2,0.00
05648,2,0.00
05750,2,0.00
05758,2,0.00
05769,2,0.00
05818,2,0.00
05822,2,0.00
05828,2,0.00
05860,2,0.00
06069,2,0.00
06120,2,0.00
06379,2,0.00
06412,2,0.00
06422,2,0.00
06472,2,0.00
06480,2,0.00
06490,2,0.00
06607,2,0.00
06856,2,0.00
07028,2,0.00
07050,2,0.00
07074,2,0.00
07403,2,0.00
07465,2,0.00
07504,2,0.00
07522,2,0.00
07630,2,0.00
07653,2,0.00
07704,2,0.00
07718,2,0.00
07750,2,0.00
07762,2,0.00
07822,2,0.00
07830,2,0.00
07857,2,0.00
07933,2,0.00
07934,2,0.00
07946,2,0.00
08004,2,0.00
08010,2,0.00
08027,2,0.00
08045,2,0.00
08056,2,0.00
08061,2,0.00
08078,2,0.00
08093,2,0.00
08215,2,0.00
08310,2,0.00
08533,2,0.00
08554,2,0.00
08730,2,0.00
08826,2,0.00
08828,2,0.00
08853,2,0.00
10008,2,0.00
10043,2,0.00
10055,2,0.00
10120,2,0.00
10121,2,0.00
10122,2,0.00
10167,2,0.00
10168,2,0.00
10173,2,0.00
10179,2,0.00
10501,2,0.00
10506,2,0.00
10516,2,0.00
10548,2,0.00
10706,2,0.00
10913,2,0.00
10914,2,0.00
10926,2,0.00
10931,2,0.00
10969,2,0.00
10970,2,0.00
11120,2,0.00
11305,2,0.00
11353,2,0.00
11355-2206,2,0.00
11371,2,0.00
11533,2,0.00
11739,2,0.00
11950,2,0.00
11959,2,0.00
11970,2,0.00
11972,2,0.00
12027,2,0.00
12037,2,0.00
12052,2,0.00
12072,2,0.00
12075,2,0.00
12122,2,0.00
12168,2,0.00
12180-3599,2,0.00
12202,2,0.00
12307,2,0.00
12365,2,0.00
12428,2,0.00
12431,2,0.00
12440,2,0.00
12443,2,0.00
12484,2,0.00
12525,2,0.00
12565,2,0.00
12570,2,0.00
12577,2,0.00
12582,2,0.00
12722,2,0.00
12746,2,0.00
12775,2,0.00
12785,2,0.00
12789,2,0.00
12831,2,0.00
12921,2,0.00
13029,2,0.00
13032,2,0.00
13060,2,0.00
13073,2,0.00
13080,2,0.00
13092,2,0.00
13108,2,0.00
13118,2,0.00
13143,2,0.00
13159,2,0.00
13208,2,0.00
13218,2,0.00
13340,2,0.00
13355,2,0.00
13407,2,0.00
13414,2,0.00
13439,2,0.00
13460,2,0.00
13480,2,0.00
13606,2,0.00
13615,2,0.00
13650,2,0.00
13684,2,0.00
13787,2,0.00
13805,2,0.00
13827,2,0.00
14009,2,0.00
14029,2,0.00
14040,2,0.00
14103,2,0.00
14108,2,0.00
14125,2,0.00
14170,2,0.00
14261-0055,2,0.00
14416,2,0.00
14433,2,0.00
14445,2,0.00
14568,2,0.00
14712,2,0.00
14733,2,0.00
14737,2,0.00
14740,2,0.00
14770,2,0.00
14778,2,0.00
14779,2,0.00
14817,2,0.00
14871,2,0.00
14879,2,0.00
14892,2,0.00
14895,2,0.00
15066,2,0.00
15123,2,0.00
15142,2,0.00
15225,2,0.00
15275,2,0.00
15282,2,0.00
15323,2,0.00
15367,2,0.00
15417,2,0.00
15424,2,0.00
15437,2,0.00
15644,2,0.00
15767,2,0.00
15845,2,0.00
15928,2,0.00
16025,2,0.00
16033,2,0.00
16051,2,0.00
16052,2,0.00
16053,2,0.00
16061,2,0.00
16083,2,0.00
16226,2,0.00
16417,2,0.00
16423,2,0.00
16638,2,0.00
16735,2,0.00
16806,2,0.00
16915,2,0.00
16936,2,0.00
17023,2,0.00
17051,2,0.00
17061,2,0.00
17062,2,0.00
17318,2,0.00
17339,2,0.00
17347,2,0.00
17352,2,0.00
17360,2,0.00
17363,2,0.00
17405,2,0.00
17547,2,0.00
17557,2,0.00
17569,2,0.00
17744,2,0.00
17777,2,0.00
17921,2,0.00
17961,2,0.00
17965,2,0.00
17970,2,0.00
17981,2,0.00
18054,2,0.00
18072,2,0.00
18074,2,0.00
18076,2,0.00
18092,2,0.00
18105,2,0.00
18221,2,0.00
18222,2,0.00
18328,2,0.00
18330,2,0.00
18436,2,0.00
18440,2,0.00
18444,2,0.00
18447,2,0.00
18507,2,0.00
18517,2,0.00
18644,2,0.00
18661,2,0.00
18847,2,0.00
18917,2,0.00
18923,2,0.00
18942,2,0.00
18954,2,0.00
19029,2,0.00
19035,2,0.00
19043,2,0.00
19080,2,0.00
19104-6135,2,0.00
1910419104,2,0.00
19105,2,0.00
19126,2,0.00
19137,2,0.00
19313,2,0.00
19330,2,0.00
19345,2,0.00
19373,2,0.00
19404,2,0.00
19508,2,0.00
19522,2,0.00
19541,2,0.00
19545,2,0.00
19555,2,0.00
19562,2,0.00
19567,2,0.00
19710,2,0.00
19715,2,0.00
19943,2,0.00
19947,2,0.00
19953,2,0.00
19956,2,0.00
19964,2,0.00
20059,2,0.00
20137,2,0.00
20431,2,0.00
20613,2,0.00
20640,2,0.00
20674,2,0.00
20688,2,0.00
20695,2,0.00
20736,2,0.00
20778,2,0.00
20818,2,0.00
20889,2,0.00
20892,2,0.00
21032,2,0.00
21036,2,0.00
21200,2,0.00
21226,2,0.00
21287,2,0.00
21412,2,0.00
21550,2,0.00
21619,2,0.00
21632,2,0.00
21638,2,0.00
21655,2,0.00
21658,2,0.00
21662,2,0.00
21705,2,0.00
21716,2,0.00
21722,2,0.00
21794,2,0.00
21802,2,0.00
22025,2,0.00
22030-4441,2,0.00
22060,2,0.00
22093,2,0.00
22134,2,0.00
22503,2,0.00
22603,2,0.00
22627,2,0.00
22712,2,0.00
22728,2,0.00
22812,2,0.00
22853,2,0.00
22908,2,0.00
22923,2,0.00
22938,2,0.00
22939,2,0.00
22968,2,0.00
22974,2,0.00
23063,2,0.00
23103,2,0.00
23181,2,0.00
23187-8793,2,0.00
23336,2,0.00
23523,2,0.00
23529,2,0.00
23609,2,0.00
23661,2,0.00
23702,2,0.00
23837,2,0.00
23883,2,0.00
23924,2,0.00
23974,2,0.00
24064,2,0.00
24067,2,0.00
24087,2,0.00
24095,2,0.00
24100,2,0.00
24124,2,0.00
24142,2,0.00
24327,2,0.00
24416,2,0.00
24482,2,0.00
24504,2,0.00
24557,2,0.00
24574,2,0.00
24578,2,0.00
24593,2,0.00
24606,2,0.00
24641,2,0.00
25064,2,0.00
25071,2,0.00
25213,2,0.00
25271,2,0.00
25387,2,0.00
26175,2,0.00
26187,2,0.00
26456,2,0.00
26608,2,0.00
26651,2,0.00
26714,2,0.00
27025,2,0.00
27041,2,0.00
27051,2,0.00
27102,2,0.00
27214,2,0.00
27239,2,0.00
27288,2,0.00
27376,2,0.00
27504,2,0.00
27525,2,0.00
27537,2,0.00
27576,2,0.00
27591,2,0.00
27837,2,0.00
27871,2,0.00
27878,2,0.00
27886,2,0.00
27892,2,0.00
27921,2,0.00
27966,2,0.00
28034,2,0.00
28088,2,0.00
28109,2,0.00
28112,2,0.00
28152,2,0.00
28166,2,0.00
28168,2,0.00
28170,2,0.00
28265,2,0.00
28310,2,0.00
28339,2,0.00
28340,2,0.00
28384,2,0.00
28391,2,0.00
28401,2,0.00
28422,2,0.00
28428,2,0.00
28431,2,0.00
28441,2,0.00
28450,2,0.00
28464,2,0.00
28469,2,0.00
28501,2,0.00
28570,2,0.00
28580,2,0.00
28605,2,0.00
28638,2,0.00
28681,2,0.00
28714,2,0.00
28748,2,0.00
28785,2,0.00
28789,2,0.00
28790,2,0.00
28791,2,0.00
28906,2,0.00
29021,2,0.00
29123,2,0.00
29125,2,0.00
29160,2,0.00
29225-0112,2,0.00
29255,2,0.00
29333,2,0.00
29340,2,0.00
29341,2,0.00
29369,2,0.00
29425,2,0.00
29448,2,0.00
29449,2,0.00
29479,2,0.00
29488,2,0.00
29510,2,0.00
29511,2,0.00
29512,2,0.00
29591,2,0.00
29606,2,0.00
29624,2,0.00
29626,2,0.00
29635,2,0.00
29644,2,0.00
29691,2,0.00
29709,2,0.00
29805,2,0.00
29827,2,0.00
29829,2,0.00
29835,2,0.00
29904,2,0.00
29945,2,0.00
30002,2,0.00
30011,2,0.00
30029,2,0.00
30079,2,0.00
30187,2,0.00
30238,2,0.00
30273,2,0.00
30322-1006,2,0.00
30325,2,0.00
30405,2,0.00
30439,2,0.00
30457,2,0.00
30467,2,0.00
30507,2,0.00
30525,2,0.00
30548,2,0.00
30549,2,0.00
30577,2,0.00
30582,2,0.00
30607,2,0.00
30620,2,0.00
30635,2,0.00
30739,2,0.00
30740,2,0.00
30741,2,0.00
30742,2,0.00
31007,2,0.00
31014,2,0.00
31098,2,0.00
31217,2,0.00
31302,2,0.00
31537,2,0.00
31546,2,0.00
31620,2,0.00
31643,2,0.00
31699,2,0.00
31763,2,0.00
31788,2,0.00
31801,2,0.00
32008,2,0.00
32063,2,0.00
32102,2,0.00
32112,2,0.00
32132,2,0.00
32136,2,0.00
32273,2,0.00
32306,2,0.00
32343,2,0.00
32424,2,0.00
32500,2,0.00
32523,2,0.00
32577,2,0.00
32608-8346,2,0.00
32615,2,0.00
32619,2,0.00
32666,2,0.00
32669,2,0.00
32680,2,0.00
32730,2,0.00
32735,2,0.00
32831,2,0.00
32833,2,0.00
32902,2,0.00
32903,2,0.00
32931,2,0.00
33019,2,0.00
33056,2,0.00
33070,2,0.00
33164,2,0.00
33167,2,0.00
33394,2,0.00
33534,2,0.00
33565,2,0.00
33603,2,0.00
33707,2,0.00
33785,2,0.00
33865,2,0.00
33898,2,0.00
33960,2,0.00
33973,2,0.00
34061,2,0.00
34094,2,0.00
34204,2,0.00
34228,2,0.00
34229,2,0.00
34230,2,0.00
34235,2,0.00
34289,2,0.00
34434,2,0.00
34442,2,0.00
34448,2,0.00
34475,2,0.00
34607,2,0.00
34695,2,0.00
34734,2,0.00
34736,2,0.00
34771,2,0.00
34982,2,0.00
35000,2,0.00
35004,2,0.00
35077,2,0.00
35080,2,0.00
35111,2,0.00
35116,2,0.00
35147,2,0.00
35212,2,0.00
35504,2,0.00
35570,2,0.00
35594,2,0.00
35650,2,0.00
35660,2,0.00
35748,2,0.00
35810,2,0.00
35902,2,0.00
35907,2,0.00
35960,2,0.00
35967,2,0.00
36093,2,0.00
36108,2,0.00
36110,2,0.00
36113,2,0.00
36310,2,0.00
36316,2,0.00
36362,2,0.00
36530,2,0.00
36580,2,0.00
36603,2,0.00
36610,2,0.00
36612,2,0.00
36617,2,0.00
36850,2,0.00
36930,2,0.00
37032,2,0.00
37035,2,0.00
37185,2,0.00
37228,2,0.00
37302,2,0.00
37334,2,0.00
37354,2,0.00
37381,2,0.00
37407,2,0.00
37618,2,0.00
37642,2,0.00
37683,2,0.00
37686,2,0.00
37742,2,0.00
37756,2,0.00
37763,2,0.00
37821,2,0.00
37841,2,0.00
37849,2,0.00
37854,2,0.00
37886,2,0.00
37887,2,0.00
37938,2,0.00
38008,2,0.00
38059,2,0.00
38109,2,0.00
38116,2,0.00
38128,2,0.00
38197,2,0.00
38259,2,0.00
38301,2,0.00
38320,2,0.00
38351,2,0.00
38363,2,0.00
38382,2,0.00
38456,2,0.00
38474,2,0.00
38478,2,0.00
38680,2,0.00
38751,2,0.00
38754,2,0.00
38821,2,0.00
38851,2,0.00
38965,2,0.00
39059,2,0.00
39111,2,0.00
39117,2,0.00
39183,2,0.00
39203,2,0.00
39217,2,0.00
39218,2,0.00
39339,2,0.00
39346,2,0.00
39409,2,0.00
39426,2,0.00
39470,2,0.00
39553,2,0.00
39562,2,0.00
39654,2,0.00
39666,2,0.00
39701,2,0.00
39730,2,0.00
39837,2,0.00
40023,2,0.00
40047,2,0.00
40175,2,0.00
40292,2,0.00
40330,2,0.00
40437,2,0.00
40444,2,0.00
40536,2,0.00
41005,2,0.00
41031,2,0.00
41048,2,0.00
41143,2,0.00
41164,2,0.00
41339,2,0.00
41601,2,0.00
42014,2,0.00
42025,2,0.00
42122,2,0.00
42170,2,0.00
42202,2,0.00
42261,2,0.00
42320,2,0.00
42351,2,0.00
42633,2,0.00
42642,2,0.00
43025,2,0.00
43126,2,0.00
43206,2,0.00
43211,2,0.00
43348,2,0.00
43351,2,0.00
43410,2,0.00
43412,2,0.00
43545,2,0.00
43571,2,0.00
43605,2,0.00
43608,2,0.00
43724,2,0.00
43904,2,0.00
43945,2,0.00
43964,2,0.00
44090,2,0.00
44105,2,0.00
44106-3977,2,0.00
44201,2,0.00
44203,2,0.00
44231,2,0.00
44286,2,0.00
44307,2,0.00
44425,2,0.00
44432,2,0.00
44615,2,0.00
44641,2,0.00
44647,2,0.00
44654,2,0.00
44904,2,0.00
45045,2,0.00
45052,2,0.00
45107,2,0.00
45152,2,0.00
45203,2,0.00
45216,2,0.00
45225,2,0.00
45251,2,0.00
45314,2,0.00
45315,2,0.00
45320,2,0.00
45331,2,0.00
45335,2,0.00
45344,2,0.00
45345,2,0.00
45370,2,0.00
45404,2,0.00
45405,2,0.00
45406,2,0.00
45433,2,0.00
45501,2,0.00
45502,2,0.00
45619,2,0.00
45817,2,0.00
45872,2,0.00
45875,2,0.00
46040,2,0.00
46041,2,0.00
46107,2,0.00
46113,2,0.00
46216,2,0.00
46235,2,0.00
46303,2,0.00
46320,2,0.00
46356,2,0.00
46373,2,0.00
46392,2,0.00
46394,2,0.00
46407,2,0.00
46506,2,0.00
46550,2,0.00
46552,2,0.00
46601,2,0.00
46656,2,0.00
46701,2,0.00
46711,2,0.00
46761,2,0.00
46777,2,0.00
46809,2,0.00
46816,2,0.00
46975,2,0.00
47001,2,0.00
47022,2,0.00
47117,2,0.00
47119,2,0.00
47305,2,0.00
47320,2,0.00
47371,2,0.00
47402,2,0.00
47448,2,0.00
47501,2,0.00
47542,2,0.00
47579,2,0.00
47713,2,0.00
47722,2,0.00
47834,2,0.00
47882,2,0.00
47902,2,0.00
47932,2,0.00
47978,2,0.00
48014,2,0.00
48027,2,0.00
48074,2,0.00
48106,2,0.00
48138,2,0.00
48145,2,0.00
48160,2,0.00
48193,2,0.00
48225,2,0.00
48228,2,0.00
48235,2,0.00
48356,2,0.00
48363,2,0.00
48367,2,0.00
48380,2,0.00
48381,2,0.00
48412,2,0.00
48455,2,0.00
48623,2,0.00
48708,2,0.00
48750,2,0.00
48809,2,0.00
48812,2,0.00
48813,2,0.00
48822,2,0.00
48875,2,0.00
48888,2,0.00
49010,2,0.00
49047,2,0.00
49051,2,0.00
49060,2,0.00
49080,2,0.00
49083,2,0.00
49087,2,0.00
49096,2,0.00
49240,2,0.00
49246,2,0.00
49265,2,0.00
49330,2,0.00
49333,2,0.00
49337,2,0.00
49404,2,0.00
49408,2,0.00
49416,2,0.00
49437,2,0.00
49460,2,0.00
49632,2,0.00
49650,2,0.00
49660,2,0.00
49664,2,0.00
49682,2,0.00
49713,2,0.00
49849,2,0.00
49858,2,0.00
49925,2,0.00
50003,2,0.00
50022,2,0.00
50125,2,0.00
50151,2,0.00
50201,2,0.00
50213,2,0.00
50217,2,0.00
50273,2,0.00
50313,2,0.00
50428,2,0.00
50436,2,0.00
50461,2,0.00
50475,2,0.00
50638,2,0.00
50643,2,0.00
50801,2,0.00
51241,2,0.00
51537,2,0.00
51800,2,0.00
52003,2,0.00
52033,2,0.00
52040,2,0.00
52233,2,0.00
52249,2,0.00
52351,2,0.00
52422,2,0.00
52632,2,0.00
52655,2,0.00
52726,2,0.00
52748,2,0.00
52776,2,0.00
52800,2,0.00
52801,2,0.00
53004,2,0.00
53020,2,0.00
53034,2,0.00
53036,2,0.00
53044,2,0.00
53059,2,0.00
53126,2,0.00
53146,2,0.00
53148,2,0.00
53178,2,0.00
53201,2,0.00
53204,2,0.00
53206,2,0.00
53235,2,0.00
53404,2,0.00
53530,2,0.00
53551,2,0.00
53555,2,0.00
53563,2,0.00
53565,2,0.00
53572,2,0.00
53701,2,0.00
53804,2,0.00
53821,2,0.00
53910,2,0.00
53954,2,0.00
54020,2,0.00
54141,2,0.00
54157,2,0.00
54165,2,0.00
54166,2,0.00
54173,2,0.00
54209,2,0.00
54245,2,0.00
54410,2,0.00
54457,2,0.00
54487,2,0.00
54521,2,0.00
54559,2,0.00
54670,2,0.00
54720,2,0.00
54724,2,0.00
54728,2,0.00
54755,2,0.00
54757,2,0.00
54801,2,0.00
54814,2,0.00
54822,2,0.00
54874,2,0.00
54891,2,0.00
54909,2,0.00
54944,2,0.00
54981,2,0.00
55013,2,0.00
55019,2,0.00
55120,2,0.00
55144,2,0.00
55241,2,0.00
55315,2,0.00
55328,2,0.00
55355,2,0.00
55371,2,0.00
55709,2,0.00
55733,2,0.00
55808,2,0.00
56019,2,0.00
56021,2,0.00
56334,2,0.00
56386,2,0.00
56431,2,0.00
56468,2,0.00
56482,2,0.00
56521,2,0.00
56649,2,0.00
56721,2,0.00
56751,2,0.00
57223,2,0.00
57252,2,0.00
57306,2,0.00
57315,2,0.00
57350,2,0.00
57529,2,0.00
57559,2,0.00
57706,2,0.00
57710,2,0.00
57717,2,0.00
57785,2,0.00
57790,2,0.00
57793,2,0.00
58545,2,0.00
58577,2,0.00
58645,2,0.00
58704,2,0.00
58763,2,0.00
59019,2,0.00
59030,2,0.00
59255,2,0.00
59313,2,0.00
59411,2,0.00
59417,2,0.00
59436,2,0.00
59474,2,0.00
59538,2,0.00
59752,2,0.00
59759,2,0.00
59820,2,0.00
59823,2,0.00
59904,2,0.00
59925,2,0.00
60020,2,0.00
60022,2,0.00
60097,2,0.00
60119,2,0.00
60131,2,0.00
60164,2,0.00
60184,2,0.00
60191,2,0.00
60203,2,0.00
60210,2,0.00
60429,2,0.00
60436,2,0.00
60447,2,0.00
60452,2,0.00
60456,2,0.00
60468,2,0.00
60476,2,0.00
60482,2,0.00
60512,2,0.00
60556,2,0.00
60558,2,0.00
60575,2,0.00
60644,2,0.00
60695,2,0.00
60915,2,0.00
61000,2,0.00
61320,2,0.00
61364,2,0.00
61520,2,0.00
61548,2,0.00
61602,2,0.00
61605,2,0.00
61616,2,0.00
61727,2,0.00
61803,2,0.00
61804,2,0.00
61829,2,0.00
61830,2,0.00
61853,2,0.00
61856,2,0.00
61866,2,0.00
61875,2,0.00
61911,2,0.00
61953,2,0.00
62010,2,0.00
62088,2,0.00
62095,2,0.00
62205,2,0.00
62219,2,0.00
62254,2,0.00
62294,2,0.00
62407,2,0.00
62501,2,0.00
62522,2,0.00
62549,2,0.00
62561,2,0.00
62563,2,0.00
62565,2,0.00
62626,2,0.00
62675,2,0.00
62684,2,0.00
62707,2,0.00
62837,2,0.00
63013,2,0.00
63015,2,0.00
63018,2,0.00
63048,2,0.00
97739,2,0.00
97883,2,0.00
97908,2,0.00
97931,2,0.00
98018,2,0.00
98024,2,0.00
98070,2,0.00
98086,2,0.00
98164,2,0.00
98207,2,0.00
98249,2,0.00
98260,2,0.00
98262,2,0.00
98282,2,0.00
98294,2,0.00
98304,2,0.00
98315,2,0.00
98329,2,0.00
98331,2,0.00
98392,2,0.00
98417,2,0.00
98434,2,0.00
98528,2,0.00
98550,2,0.00
98564,2,0.00
98569,2,0.00
98579,2,0.00
98592,2,0.00
98648,2,0.00
98649,2,0.00
98826,2,0.00
98856,2,0.00
98948,2,0.00
99003,2,0.00
99109,2,0.00
99111,2,0.00
99126,2,0.00
99517,2,0.00
99645,2,0.00
99669,2,0.00
99705,2,0.00
99760,2,0.00
"H2Y 1K9",2,0.00
"H3A 1R9",2,0.00
"H3A 2A8",2,0.00
"H3G 0C7",2,0.00
"H3H 2P1",2,0.00
"H8N 0A8",2,0.00
"K1G 3T6",2,0.00
"K1G 4A7",2,0.00
"K1S 5M2",2,0.00
"K1S 5P3",2,0.00
"K2G 1V8",2,0.00
"K7K 4M1",2,0.00
"K7L 0E7",2,0.00
"K7L 3N8",2,0.00
"K8V 2H6",2,0.00
"L2T 2C5",2,0.00
"L5B 0K6",2,0.00
"L6A 4K9",2,0.00
"L6J 1X5",2,0.00
"L8P 1N4",2,0.00
"M1H 1X9",2,0.00
"M1K 4V2",2,0.00
"M1P 0B1",2,0.00
"M2J 1W6",2,0.00
"M2M 0B1",2,0.00
"M2N 7A2",2,0.00
"M4Y 0B6",2,0.00
"M4Y 1T1",2,0.00
"M5B 0A5",2,0.00
"M5H 0B1",2,0.00
"M5S 0C5",2,0.00
"M5S 1C6",2,0.00
"M8V 0C2",2,0.00
"N2J 0B7",2,0.00
"N2L 3G1",2,0.00
"N2L 6B6",2,0.00
"N2L 6G9",2,0.00
"N6A 0C1",2,0.00
"N9B 2T5",2,0.00
"R3T 5K5",2,0.00
"R3Y 0K5",2,0.00
"S4S 3Y2",2,0.00
"T2N 4V5",2,0.00
"V0R 3E1",2,0.00
"V5A 1S6",2,0.00
"V6S 0K5",2,0.00
"V6T 1W9",2,0.00
"V6T 1Z2",2,0.00
63077,2,0.00
63120,2,0.00
63136,2,0.00
63140,2,0.00
63670,2,0.00
63775,2,0.00
64016,2,0.00
64054,2,0.00
64056,2,0.00
64075,2,0.00
64079,2,0.00
64109,2,0.00
64150,2,0.00
64477,2,0.00
64490,2,0.00
64505,2,0.00
64673,2,0.00
65020,2,0.00
65043,2,0.00
65066,2,0.00
65084,2,0.00
65086,2,0.00
65336,2,0.00
65560,2,0.00
65653,2,0.00
65674,2,0.00
65721,2,0.00
66007,2,0.00
66032,2,0.00
66071,2,0.00
66086,2,0.00
66217,2,0.00
66227,2,0.00
66607,2,0.00
66617,2,0.00
66763,2,0.00
66783,2,0.00
66943,2,0.00
67010,2,0.00
67042,2,0.00
67060,2,0.00
67067,2,0.00
67110,2,0.00
67152,2,0.00
67210,2,0.00
67221,2,0.00
67301,2,0.00
67356,2,0.00
67457,2,0.00
67480,2,0.00
67669,2,0.00
68007,2,0.00
68023,2,0.00
68058,2,0.00
68111,2,0.00
68112,2,0.00
68113,2,0.00
68147,2,0.00
68152,2,0.00
68310,2,0.00
68331,2,0.00
68501,2,0.00
68849,2,0.00
68959,2,0.00
68978,2,0.00
69162,2,0.00
69201,2,0.00
70009,2,0.00
70032,2,0.00
70049,2,0.00
70054,2,0.00
70094,2,0.00
70373,2,0.00
70586,2,0.00
70711,2,0.00
70754,2,0.00
70767,2,0.00
